Make,Model,Car_Age,Fuel_Type_RegularUnleaded,Fuel_Type_Premium,Fuel_Type_FlexFuel,Fuel_Type_Diesel,Fuel_Type_NaturalGas,Fuel_Type_Electric,Engine_HP,Engine_Cylinders,Transmission_Automatic,Transmission_Manual,Transmission_AutomatedManual,Transmission_DirectDrive,Transmission_Unknown,Drive_RearWheel,Drive_FrontWheel,Drive_AllWheel,Drive_FourWheel,Number_of_Doors,Market_Category_FactoryTuner,Market_Category_Luxury,Market_Category_Performance,Market_Category_High-Performance,Market_Category_Exotic,Market_Category_FlexFuel,Market_Category_Hybrid,Market_Category_Crossover,Market_Category_Hatchback,Market_Category_Diesel,Market_Category_N/A,VehicleStyle_Coupe,VehicleStyle_Convertible,VehicleStyle_Sedan,VehicleStyle_Wagon,VehicleStyle_4drHatchback,VehicleStyle_2drHatchback,VehicleStyle_4drSUV,VehicleStyle_PassengerMinivan,VehicleStyle_CargoMinivan,VehicleStyle_CrewCabPickup,VehicleStyle_RegularCabPickup,VehicleStyle_ExtendedCabPickup,VehicleStyle_2drSUV,VehicleStyle_CargoVan,VehicleStyle_ConvertibleSUV,VehicleStyle_PassengerVan,average_MPG,Popularity,MSRP_LogBase,MSRP_UnLogged
Cadillac,DeVille,20,1,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1624,4.7054,50750
Cadillac,DeVille,20,1,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1624,4.6590,45600
Cadillac,DeVille,19,1,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,1624,4.7126,51600
Cadillac,DeVille,19,1,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,1624,4.6668,46430
Cadillac,DeVille,19,1,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,1624,4.6632,46045
Cadillac,DeVille,19,1,0,0,0,0,0,290,8,1,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1624,4.7126,51600
Lamborghini,Diablo,23,0,1,0,0,0,0,550,12,0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,1158,5.4697,294900
Mitsubishi,Diamante,22,0,1,0,0,0,0,205,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,436,4.4540,28447
Mitsubishi,Diamante,22,0,1,0,0,0,0,210,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,436,4.4313,26997
Mitsubishi,Diamante,22,0,1,0,0,0,0,205,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,436,4.4097,25687
Mitsubishi,Diamante,21,0,1,0,0,0,0,205,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,436,4.4149,25997
Mitsubishi,Diamante,21,0,1,0,0,0,0,205,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,436,4.4540,28447
Mitsubishi,Diamante,21,0,1,0,0,0,0,210,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,436,4.4329,27097
Mitsubishi,Diamante,20,0,1,0,0,0,0,205,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,436,4.3979,24999
Mitsubishi,Diamante,20,0,1,0,0,0,0,210,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,436,4.4284,26819
Mitsubishi,Diamante,20,0,1,0,0,0,0,205,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,436,4.4412,27619
Land Rover,Discovery Series II,24,1,0,0,0,0,0,188,8,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,258,3.4084,2561
Land Rover,Discovery Series II,23,0,1,0,0,0,0,188,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,258,4.5605,36350
Land Rover,Discovery Series II,23,0,1,0,0,0,0,188,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,258,4.5231,33350
Land Rover,Discovery Series II,23,0,1,0,0,0,0,188,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,258,4.5359,34350
Land Rover,Discovery Series II,22,0,1,0,0,0,0,188,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,258,4.5231,33350
Land Rover,Discovery Series II,22,0,1,0,0,0,0,188,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,258,4.5700,37150
Land Rover,Discovery Sport,9,0,0,0,0,0,0,240,4,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,258,4.5690,37070
Land Rover,Discovery Sport,9,0,0,0,0,0,0,240,4,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,258,4.6587,45570
Land Rover,Discovery Sport,9,0,0,0,0,0,0,240,4,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,258,4.6188,41570
Land Rover,Discovery Sport,8,0,0,0,0,0,0,240,4,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,258,4.6228,41955
Land Rover,Discovery Sport,8,0,0,0,0,0,0,240,4,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,258,4.6623,45955
Land Rover,Discovery Sport,8,0,0,0,0,0,0,240,4,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,258,4.5735,37455
Land Rover,Discovery Sport,7,0,0,0,0,0,0,240,4,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,258,4.6683,46595
Land Rover,Discovery Sport,7,0,0,0,0,0,0,240,4,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,258,4.6253,42195
Land Rover,Discovery Sport,7,0,0,0,0,0,0,240,4,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,258,4.5763,37695
Land Rover,Discovery,21,0,1,0,0,0,0,217,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,258,4.5359,34350
Land Rover,Discovery,21,0,1,0,0,0,0,217,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,258,4.6058,40350
Land Rover,Discovery,21,0,1,0,0,0,0,217,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,258,4.5838,38350
Land Rover,Discovery,20,0,1,0,0,0,0,217,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,258,4.5875,38685
Land Rover,Discovery,20,0,1,0,0,0,0,217,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,258,4.6094,40685
Land Rover,Discovery,20,0,1,0,0,0,0,217,8,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,258,4.5357,34330
Cadillac,DTS,15,1,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.7115,51460
Cadillac,DTS,15,1,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.6654,46280
Cadillac,DTS,15,1,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.6966,49730
Cadillac,DTS,15,1,0,0,0,0,0,292,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,1624,4.7342,54230
Cadillac,DTS,15,1,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.6922,49230
Cadillac,DTS,15,1,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.6778,47625
Cadillac,DTS,14,0,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.6654,46280
Cadillac,DTS,14,0,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.7120,51525
Cadillac,DTS,14,0,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.7358,54425
Cadillac,DTS,14,0,0,0,0,0,0,292,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,1624,4.7743,59475
Cadillac,DTS,13,0,0,0,0,0,0,292,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.7772,59875
Cadillac,DTS,13,0,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.7154,51925
Cadillac,DTS,13,0,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.7390,54825
Cadillac,DTS,13,0,0,0,0,0,0,275,8,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1624,4.6691,46680
Dodge,Durango,9,1,0,0,0,0,0,290,6,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.5670,36895
Dodge,Durango,9,0,0,0,0,0,0,360,8,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1851,4.6283,42495
Dodge,Durango,9,1,0,0,0,0,0,290,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,1851,4.5965,39495
Dodge,Durango,9,1,0,0,0,0,0,290,6,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.6127,40995
Dodge,Durango,9,1,0,0,0,0,0,290,6,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,1851,4.5198,33095
Dodge,Durango,9,1,0,0,0,0,0,290,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,1851,4.6394,43595
Dodge,Durango,9,0,0,0,0,0,0,360,8,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.5,1851,4.6020,39995
Dodge,Durango,9,1,0,0,0,0,0,290,6,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.4842,30495
Dodge,Durango,8,0,0,0,0,0,0,360,8,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1851,4.6232,41995
Dodge,Durango,8,1,0,0,0,0,0,293,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.5976,39595
Dodge,Durango,8,1,0,0,0,0,0,293,6,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1851,4.4842,30495
Dodge,Durango,8,1,0,0,0,0,0,295,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.6424,43895
Dodge,Durango,8,1,0,0,0,0,0,293,6,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.5198,33095
Dodge,Durango,8,0,0,0,0,0,0,360,8,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1851,4.6493,44595
Dodge,Durango,8,1,0,0,0,0,0,295,6,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1851,4.6273,42390
Dodge,Durango,8,1,0,0,0,0,0,293,6,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1851,4.5681,36995
Dodge,Durango,8,1,0,0,0,0,0,295,6,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1851,4.6159,41295
Dodge,Durango,8,1,0,0,0,0,0,295,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.6531,44990
Dodge,Durango,7,1,0,0,0,0,0,295,6,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,1851,4.5740,37495
Dodge,Durango,7,1,0,0,0,0,0,295,6,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,1851,4.6283,42490
Dodge,Durango,7,1,0,0,0,0,0,295,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.6031,40095
Dodge,Durango,7,0,0,0,0,0,0,360,8,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1851,4.6242,42095
Dodge,Durango,7,1,0,0,0,0,0,295,6,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,1851,4.4770,29995
Dodge,Durango,7,0,0,0,0,0,0,360,8,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1851,4.6503,44695
Dodge,Durango,7,1,0,0,0,0,0,295,6,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,1851,4.6169,41395
Dodge,Durango,7,1,0,0,0,0,0,295,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.6434,43995
Dodge,Durango,7,1,0,0,0,0,0,295,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.6541,45090
Dodge,Durango,7,1,0,0,0,0,0,295,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,1851,4.5132,32595
Dodge,Dynasty,33,1,0,0,0,0,0,100,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1851,3.3010,2000
Dodge,Dynasty,33,1,0,0,0,0,0,141,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1851,3.3010,2000
Dodge,Dynasty,32,1,0,0,0,0,0,100,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1851,3.3010,2000
Dodge,Dynasty,32,1,0,0,0,0,0,141,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1851,3.3010,2000
Dodge,Dynasty,31,1,0,0,0,0,0,141,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1851,3.3010,2000
Dodge,Dynasty,31,1,0,0,0,0,0,100,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1851,3.3010,2000
Ford,E-150,28,1,0,0,0,0,0,199,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,5657,3.3010,2000
Ford,E-150,28,1,0,0,0,0,0,145,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,5657,3.3010,2000
Ford,E-150,28,1,0,0,0,0,0,145,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,5657,3.3010,2000
Ford,E-150,28,1,0,0,0,0,0,145,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,5657,3.3010,2000
Ford,E-150,28,1,0,0,0,0,0,145,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,5657,3.3010,2000
Ford,E-150,27,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.5,5657,3.3010,2000
Ford,E-150,27,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.5,5657,3.3269,2123
Ford,E-150,27,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.5,5657,3.3168,2074
Ford,E-150,27,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,5657,3.3010,2000
Ford,E-150,26,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.5,5657,3.3619,2301
Ford,E-150,26,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.5,5657,3.3179,2079
Ford,E-150,26,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.5,5657,3.3533,2256
Ford,E-150,26,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.5,5657,3.3363,2169
Ford,E-250,28,1,0,0,0,0,0,199,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,5657,3.3010,2000
Ford,E-250,28,1,0,0,0,0,0,145,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,5657,3.3010,2000
Ford,E-250,28,1,0,0,0,0,0,199,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,5657,3.3010,2000
Ford,E-250,28,1,0,0,0,0,0,145,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,5657,3.3010,2000
Ford,E-250,27,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.5,5657,3.3010,2000
Ford,E-250,27,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.5,5657,3.3010,2000
Ford,E-250,27,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.5,5657,3.3010,2000
Ford,E-250,27,1,0,0,0,0,0,200,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.5,5657,3.3010,2000
Ford,E-250,26,1,0,0,0,0,0,235,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,5657,3.3181,2080
Ford,E-250,26,1,0,0,0,0,0,235,6,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,5657,3.3237,2107
Mercedes-Benz,E-Class,9,0,1,0,0,0,0,329,6,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,617,4.7470,55850
Mercedes-Benz,E-Class,9,0,1,0,0,0,0,550,8,1,0,0,0,0,0,0,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,617,4.9713,93600
Mercedes-Benz,E-Class,9,0,1,0,0,0,0,329,6,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,617,4.7271,53350
Mercedes-Benz,E-Class,9,0,1,0,0,0,0,302,6,1,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,617,4.7566,57100
Mercedes-Benz,E-Class,9,0,1,0,0,0,0,302,6,1,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,617,4.7388,54800
Mercedes-Benz,E-Class,9,0,1,0,0,0,0,302,6,1,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.5,617,4.7709,59000
Mercedes-Benz,E-Class,9,0,0,0,1,0,0,195,4,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,617,4.7348,54300
